TdTomato-	TdTomato+
9.655172414	90.34482759
11.42857143	88.57142857
7.01754386	92.98245614
9.493670886	90.50632911
12.40310078	87.59689922
13.74045802	86.25954198
12.31527094	87.68472906
10.63829787	89.36170213
15.88785047	84.11214953
7.291666667	92.70833333
25.92592593	74.07407407
20.63492063	79.36507937
24.7311828	75.2688172
27.18446602	72.81553398
28.23529412	71.76470588
